donor,pred_age,true_age
onek1k:382_383,51.25937080383301,63.0
onek1k:383_384,55.89205360412598,81.0
onek1k:384_385,48.852121353149414,61.0
onek1k:385_386,50.295976638793945,47.0
onek1k:386_387,52.05989074707031,80.0
onek1k:387_388,53.15446853637695,65.0
onek1k:388_389,53.05506896972656,62.0
onek1k:389_390,57.854007720947266,81.0
onek1k:38_38,59.161170959472656,79.0
onek1k:390_391,52.368839263916016,78.0
onek1k:391_392,50.56914710998535,43.0
onek1k:392_393,51.540809631347656,56.0
onek1k:393_394,54.10776138305664,56.0
onek1k:394_395,51.09091567993164,37.0
onek1k:395_396,51.44242477416992,66.0
onek1k:396_397,50.68907165527344,57.0
onek1k:398_399,51.521310806274414,55.0
onek1k:399_400,51.34347915649414,49.0
onek1k:39_39,51.49746513366699,42.0
onek1k:3_3,53.50138854980469,53.0
onek1k:400_401,52.91881561279297,46.0
onek1k:402_403,53.140350341796875,66.0
onek1k:403_404,52.392738342285156,65.0
onek1k:404_405,53.633487701416016,64.0
onek1k:405_406,53.04998207092285,70.0
onek1k:406_407,51.34859848022461,59.0
onek1k:407_408,53.33625793457031,65.0
onek1k:408_409,53.26906967163086,74.0
onek1k:409_410,54.10169982910156,65.0
onek1k:40_40,58.961923599243164,72.0
onek1k:410_411,54.367916107177734,61.0
onek1k:411_412,52.1859245300293,49.0
onek1k:412_413,52.02233123779297,85.0
onek1k:413_414,48.137569427490234,24.0
onek1k:414_415,48.9088249206543,22.0
onek1k:415_416,56.62115669250488,80.0
onek1k:416_417,55.78080749511719,63.0
onek1k:417_418,53.84968948364258,78.0
onek1k:418_419,52.42926025390625,76.0
onek1k:419_420,54.875741958618164,72.0
onek1k:41_41,57.97923278808594,77.0
onek1k:420_421,56.640830993652344,75.0
onek1k:421_422,52.902170181274414,61.0
onek1k:422_423,51.55096435546875,53.0
onek1k:423_424,57.76496505737305,59.0
onek1k:424_425,56.18619728088379,78.0
onek1k:425_426,52.65478324890137,50.0
onek1k:426_427,53.799983978271484,63.0
onek1k:427_428,53.51531219482422,67.0
onek1k:428_429,57.44404983520508,75.0
onek1k:429_430,58.97718048095703,87.0
onek1k:42_42,51.33723258972168,59.0
onek1k:431_432,56.93747138977051,78.0
onek1k:432_433,54.102691650390625,78.0
onek1k:433_434,52.23309516906738,80.0
onek1k:434_435,56.668901443481445,78.0
onek1k:435_436,52.60452651977539,67.0
onek1k:436_437,52.39429473876953,45.0
onek1k:437_438,52.154449462890625,21.0
onek1k:438_439,53.29960250854492,32.0
onek1k:439_440,54.826791763305664,71.0
onek1k:43_43,50.935903549194336,46.0
onek1k:441_442,54.85128593444824,70.0
onek1k:442_443,51.61483192443848,58.0
onek1k:443_444,52.33453941345215,29.0
onek1k:445_446,52.96477508544922,83.0
onek1k:446_447,54.241886138916016,72.0
onek1k:447_448,51.29669380187988,66.0
onek1k:448_449,54.89652633666992,82.0
onek1k:449_450,58.71356773376465,85.0
onek1k:44_44,58.00447463989258,60.0
onek1k:450_451,54.57174301147461,84.0
onek1k:451_452,55.84338569641113,89.0
onek1k:452_453,52.58395195007324,77.0
onek1k:453_454,55.72222709655762,85.0
onek1k:454_455,52.230276107788086,79.0
onek1k:455_456,57.246917724609375,80.0
onek1k:456_457,51.77437973022461,76.0
onek1k:457_458,52.29300880432129,73.0
onek1k:458_459,54.67168998718262,84.0
onek1k:459_460,55.89653396606445,87.0
onek1k:45_45,55.44856262207031,71.0
onek1k:460_461,56.78469467163086,58.0
