donor,pred_age,true_age
onek1k:489_490,50.54127502441406,52.0
onek1k:48_48,51.58188819885254,86.0
onek1k:490_491,49.57745933532715,64.0
onek1k:491_492,43.60394096374512,41.0
onek1k:492_493,50.11892127990723,79.0
onek1k:493_494,50.45720100402832,73.0
onek1k:494_495,46.96375846862793,24.0
onek1k:496_497,49.132211685180664,33.0
onek1k:497_498,48.6209831237793,31.0
onek1k:498_499,51.595062255859375,71.0
onek1k:499_500,50.0330810546875,77.0
onek1k:49_49,51.842329025268555,84.0
onek1k:4_4,48.67798614501953,48.0
onek1k:500_501,48.63021278381348,59.0
onek1k:501_502,46.720584869384766,64.0
onek1k:502_503,47.73938179016113,66.0
onek1k:503_504,50.520782470703125,49.0
onek1k:504_505,49.038185119628906,85.0
onek1k:505_506,49.05154037475586,54.0
onek1k:506_507,47.635169982910156,41.0
onek1k:507_508,47.48805618286133,66.0
onek1k:508_509,51.703521728515625,79.0
onek1k:509_510,47.026662826538086,80.0
onek1k:50_50,46.34148406982422,64.0
onek1k:510_511,46.604658126831055,84.0
onek1k:511_512,46.87802505493164,89.0
onek1k:512_513,47.53166961669922,79.0
onek1k:513_514,51.62255859375,82.0
onek1k:514_515,49.198442459106445,90.0
onek1k:515_516,48.88540840148926,37.0
onek1k:516_517,47.093997955322266,34.0
onek1k:517_518,52.11326217651367,68.0
onek1k:519_520,45.24882507324219,75.0
onek1k:51_51,50.27606964111328,60.0
onek1k:520_521,45.86797332763672,69.0
onek1k:521_522,44.72088432312012,57.0
onek1k:522_523,44.32781982421875,62.0
onek1k:524_525,48.328718185424805,74.0
onek1k:525_526,48.68266487121582,78.0
onek1k:526_527,51.55940628051758,66.0
onek1k:527_528,51.20382118225098,65.0
onek1k:528_529,49.397817611694336,68.0
onek1k:529_530,49.56129264831543,78.0
onek1k:52_52,47.24821472167969,52.0
onek1k:530_531,51.55488586425781,78.0
onek1k:531_532,50.597246170043945,65.0
onek1k:532_533,51.223175048828125,79.0
onek1k:533_534,48.34502410888672,33.0
onek1k:534_535,47.78001022338867,88.0
onek1k:535_536,48.31967544555664,82.0
onek1k:536_537,50.14033508300781,67.0
onek1k:537_538,48.919973373413086,53.0
onek1k:538_539,51.23598670959473,60.0
onek1k:539_540,51.768659591674805,62.0
onek1k:53_53,47.21710395812988,32.0
onek1k:540_541,51.98777770996094,53.0
onek1k:541_542,48.961158752441406,58.0
onek1k:542_543,47.67641067504883,58.0
onek1k:543_544,46.83592224121094,72.0
onek1k:544_545,48.55455780029297,68.0
onek1k:545_546,52.01986885070801,67.0
onek1k:546_547,46.95892906188965,73.0
onek1k:547_548,49.948848724365234,73.0
onek1k:548_549,50.96405601501465,40.0
onek1k:549_550,46.444265365600586,60.0
onek1k:54_54,48.57731246948242,66.0
onek1k:550_551,49.32854652404785,82.0
onek1k:551_552,50.45969009399414,72.0
onek1k:552_553,48.265560150146484,29.0
onek1k:553_554,47.0119743347168,36.0
onek1k:554_555,47.70171356201172,80.0
onek1k:555_556,49.364158630371094,77.0
onek1k:557_558,46.770517349243164,64.0
onek1k:558_559,51.001047134399414,80.0
onek1k:559_560,51.784502029418945,77.0
onek1k:55_55,50.39277267456055,71.0
onek1k:560_561,46.40930366516113,72.0
onek1k:561_562,48.617021560668945,56.0
onek1k:562_563,47.81893730163574,71.0
onek1k:563_564,49.29223823547363,75.0
onek1k:564_565,45.37003707885742,80.0
onek1k:565_566,44.76559066772461,57.0
onek1k:566_567,47.82486343383789,58.0
onek1k:567_568,47.94786262512207,68.0
onek1k:569_570,50.00257873535156,69.0
onek1k:56_56,48.50008773803711,36.0
onek1k:570_571,46.65724754333496,59.0
onek1k:571_572,52.83901786804199,84.0
onek1k:572_573,51.10238456726074,86.0
onek1k:573_574,46.834455490112305,26.0
onek1k:574_575,49.62730407714844,24.0
onek1k:575_576,48.4368782043457,50.0
onek1k:576_577,49.20393753051758,70.0
onek1k:577_578,49.21833419799805,72.0
onek1k:578_579,48.155757904052734,22.0
onek1k:579_580,48.784706115722656,34.0
onek1k:57_57,51.616825103759766,32.0
onek1k:580_581,49.71651649475098,37.0
onek1k:581_582,47.91828536987305,63.0
onek1k:582_583,46.92478561401367,52.0
onek1k:583_584,48.9675235748291,36.0
onek1k:584_585,51.14377021789551,74.0
onek1k:585_586,50.03350257873535,71.0
onek1k:586_587,47.7722282409668,51.0
onek1k:587_588,50.85789680480957,72.0
onek1k:588_589,48.91582679748535,69.0
onek1k:589_590,51.48551559448242,75.0
onek1k:58_58,49.83660697937012,19.0
onek1k:590_591,49.22916030883789,69.0
onek1k:591_592,48.868167877197266,83.0
onek1k:592_593,49.29919242858887,68.0
onek1k:593_594,49.42590522766113,69.0
onek1k:594_595,47.95236396789551,74.0
onek1k:595_596,52.02670478820801,81.0
onek1k:596_597,49.15864181518555,44.0
onek1k:597_598,48.21009063720703,52.0
onek1k:598_599,48.39118957519531,49.0
onek1k:599_600,49.81248474121094,71.0
onek1k:600_601,50.35030555725098,39.0
onek1k:602_603,50.43821716308594,70.0
onek1k:603_604,45.96223258972168,87.0
onek1k:604_605,45.38371658325195,81.0
onek1k:605_606,47.39949417114258,41.0
onek1k:606_607,47.17890167236328,71.0
onek1k:607_608,51.11504364013672,77.0
onek1k:608_609,47.10902404785156,67.0
onek1k:609_610,46.67792510986328,62.0
onek1k:60_60,46.73795509338379,35.0
onek1k:610_611,45.23767852783203,63.0
onek1k:611_612,49.31315803527832,76.0
onek1k:612_613,53.387067794799805,83.0
