donor_id,true_age,predicted_age,n_cells
onek1k:724_725,65.0,64.810356,242
onek1k:725_726,57.0,62.329613,182
onek1k:726_727,67.0,65.547,139
onek1k:727_728,77.0,63.523018,214
onek1k:729_730,46.0,63.04915,300
onek1k:730_731,71.0,62.685616,216
onek1k:731_732,83.0,64.37486,214
onek1k:732_733,89.0,64.085205,211
onek1k:733_734,82.0,67.844345,446
onek1k:734_735,83.0,61.097374,128
onek1k:735_736,77.0,63.18387,92
onek1k:736_737,87.0,64.766495,238
onek1k:737_738,94.0,63.393063,303
onek1k:738_739,96.0,62.933086,81
onek1k:739_740,80.0,62.00744,281
onek1k:740_741,84.0,64.45427,157
onek1k:742_743,32.0,61.906883,41
onek1k:743_744,60.0,62.00689,193
onek1k:744_745,63.0,61.312107,271
onek1k:745_746,72.0,61.621807,313
onek1k:746_747,81.0,63.520294,124
onek1k:747_748,48.0,62.007645,255
onek1k:748_749,48.0,61.628532,186
onek1k:749_750,79.0,63.23735,241
onek1k:750_751,75.0,66.71332,178
onek1k:751_752,75.0,58.801453,86
onek1k:752_753,54.0,58.409595,193
onek1k:753_754,88.0,66.35162,234
onek1k:754_755,78.0,61.699223,185
onek1k:755_756,66.0,64.60011,99
onek1k:756_757,66.0,62.12345,84
onek1k:757_758,88.0,63.95007,72
onek1k:758_759,75.0,62.288414,155
onek1k:759_760,71.0,64.419495,121
onek1k:760_761,55.0,66.69416,383
onek1k:761_762,69.0,63.99851,297
onek1k:762_763,32.0,61.892666,200
onek1k:764_765,65.0,65.805786,292
