donor_id,true_age,predicted_age,n_cells
onek1k:677_678,76.0,51.82238,677
onek1k:678_679,83.0,53.8985,756
onek1k:679_680,85.0,51.21202,583
onek1k:680_681,77.0,53.649265,673
onek1k:681_682,68.0,49.41297,848
onek1k:682_683,73.0,53.755524,818
onek1k:683_684,78.0,54.42092,688
onek1k:684_685,75.0,51.70147,378
onek1k:685_686,75.0,50.567196,466
onek1k:686_687,69.0,53.65047,583
onek1k:687_688,63.0,50.180748,711
onek1k:688_689,66.0,53.318176,862
onek1k:689_690,59.0,52.246006,1083
onek1k:690_691,68.0,54.399326,561
onek1k:691_692,66.0,53.635098,934
onek1k:692_693,62.0,49.76576,604
onek1k:693_694,88.0,50.070602,476
onek1k:694_695,24.0,51.891476,526
onek1k:695_696,72.0,51.756264,270
onek1k:696_697,81.0,51.96924,364
onek1k:697_698,85.0,53.460983,227
onek1k:699_700,65.0,50.235703,569
onek1k:700_701,71.0,50.26338,1441
onek1k:701_702,73.0,50.966793,687
onek1k:702_703,84.0,51.876106,268
onek1k:704_705,88.0,51.885227,319
onek1k:705_706,88.0,52.081318,481
onek1k:706_707,88.0,52.385227,511
onek1k:707_708,71.0,54.52883,831
onek1k:708_709,63.0,50.842373,681
onek1k:709_710,24.0,51.41308,820
onek1k:711_712,22.0,50.4513,1140
onek1k:714_715,61.0,53.82368,434
onek1k:715_716,76.0,52.658676,512
onek1k:716_717,65.0,52.88573,515
onek1k:717_718,76.0,52.185143,562
onek1k:718_719,80.0,52.00234,389
onek1k:719_720,88.0,52.968395,803
onek1k:720_721,78.0,55.599785,344
onek1k:721_722,81.0,55.0632,289
onek1k:722_723,81.0,51.964478,562
onek1k:723_724,69.0,51.75997,665
onek1k:724_725,65.0,51.895588,499
onek1k:725_726,57.0,54.027966,557
onek1k:726_727,67.0,53.42385,352
onek1k:727_728,77.0,50.582478,749
onek1k:729_730,46.0,53.09981,510
onek1k:730_731,71.0,54.273067,665
onek1k:731_732,83.0,49.52256,560
onek1k:732_733,89.0,50.53317,684
onek1k:733_734,82.0,52.997143,214
onek1k:734_735,83.0,54.28331,984
onek1k:735_736,77.0,49.860943,923
onek1k:736_737,87.0,51.638496,484
onek1k:737_738,94.0,50.642666,378
onek1k:738_739,96.0,50.966717,197
onek1k:739_740,80.0,55.95582,137
onek1k:740_741,84.0,52.213932,208
onek1k:742_743,32.0,48.887466,797
onek1k:743_744,60.0,49.439716,427
onek1k:744_745,63.0,53.404816,1145
onek1k:745_746,72.0,53.81008,800
onek1k:746_747,81.0,51.319298,416
onek1k:747_748,48.0,49.66215,757
onek1k:748_749,48.0,54.23914,776
onek1k:749_750,79.0,51.284145,657
onek1k:750_751,75.0,50.707104,309
onek1k:751_752,75.0,44.05842,676
onek1k:752_753,54.0,51.19085,852
onek1k:753_754,88.0,51.773384,378
onek1k:754_755,78.0,54.086857,1249
onek1k:755_756,66.0,50.93279,1329
