donor_id,true_age,predicted_age,n_cells
aida:SG_HEL_H002,55.0,33.56685,202
aida:SG_HEL_H02a,57.0,32.61936,96
aida:SG_HEL_H003,54.0,33.39399,148
aida:SG_HEL_H03a,58.0,33.866756,67
aida:SG_HEL_H04a,47.0,38.545246,75
aida:SG_HEL_H05a,41.0,32.80521,61
aida:SG_HEL_H06a,56.0,38.95015,65
aida:SG_HEL_H07a,53.0,39.22464,60
aida:SG_HEL_H008,53.0,40.277393,285
aida:SG_HEL_H08a,44.0,38.60394,58
aida:SG_HEL_H09a,46.0,39.405964,23
aida:SG_HEL_H10a,43.0,33.12643,76
aida:SG_HEL_H011,61.0,34.390305,110
aida:SG_HEL_H11a,58.0,33.304844,72
aida:SG_HEL_H012,37.0,34.41212,129
aida:SG_HEL_H12a,58.0,39.161034,120
aida:SG_HEL_H013,51.0,33.970024,155
aida:SG_HEL_H13a,33.0,33.38486,156
aida:SG_HEL_H14a,65.0,38.859554,96
aida:SG_HEL_H15a,33.0,33.51908,99
aida:SG_HEL_H16a,68.0,33.875572,39
aida:SG_HEL_H017,53.0,40.323486,144
aida:SG_HEL_H018,56.0,34.122395,127
aida:SG_HEL_H019,37.0,33.678867,110
aida:SG_HEL_H024,31.0,40.605373,91
aida:SG_HEL_H026,45.0,34.47479,126
aida:SG_HEL_H027,35.0,40.118526,224
aida:SG_HEL_H030,45.0,34.180855,132
aida:SG_HEL_H031,40.0,41.063316,96
aida:SG_HEL_H032,61.0,40.445118,47
aida:SG_HEL_H037,66.0,39.113857,69
aida:SG_HEL_H039,60.0,40.234486,136
aida:SG_HEL_H042,61.0,39.680378,71
aida:SG_HEL_H044,41.0,33.21914,96
aida:SG_HEL_H045,42.0,34.865116,77
aida:SG_HEL_H046,39.0,39.571064,189
aida:SG_HEL_H048,55.0,39.678516,109
aida:SG_HEL_H051,53.0,40.723007,286
aida:SG_HEL_H052,55.0,40.19771,168
aida:SG_HEL_H053,55.0,40.562,325
aida:SG_HEL_H054,53.0,38.974167,151
aida:SG_HEL_H055,35.0,33.842228,47
aida:SG_HEL_H056,52.0,39.710213,158
aida:SG_HEL_H059,56.0,39.35431,3
aida:SG_HEL_H060,56.0,39.383102,123
aida:SG_HEL_H062,62.0,40.45206,61
aida:SG_HEL_H065,57.0,40.35455,147
aida:SG_HEL_H066,40.0,34.27151,91
aida:SG_HEL_H067,54.0,34.863434,54
aida:SG_HEL_H069,61.0,40.006226,110
aida:SG_HEL_H072,55.0,35.022923,47
aida:SG_HEL_H073,37.0,39.246414,154
aida:SG_HEL_H074,44.0,35.306225,44
aida:SG_HEL_H077,58.0,34.28995,288
aida:SG_HEL_H082,44.0,40.41093,197
aida:SG_HEL_H083,45.0,35.13718,111
aida:SG_HEL_H084,32.0,39.389633,142
aida:SG_HEL_H093,58.0,39.612026,63
aida:SG_HEL_H094,66.0,35.30117,27
aida:SG_HEL_H096,39.0,40.487373,164
aida:SG_HEL_H099,33.0,40.73616,170
aida:SG_HEL_H101,30.0,40.150494,59
aida:SG_HEL_H103,39.0,39.71395,46
aida:SG_HEL_H105,30.0,39.43654,112
aida:SG_HEL_H106,47.0,40.08694,45
aida:SG_HEL_H108,49.0,40.992664,65
aida:SG_HEL_H109,48.0,40.304737,121
aida:SG_HEL_H110,49.0,39.955982,13
aida:SG_HEL_H111,52.0,35.05307,108
aida:SG_HEL_H113,61.0,40.263798,173
aida:SG_HEL_H117,67.0,40.552597,217
aida:SG_HEL_H118,66.0,39.77474,191
aida:SG_HEL_H119,43.0,39.919197,125
aida:SG_HEL_H121,55.0,41.083252,60
aida:SG_HEL_H123,58.0,40.118088,72
aida:SG_HEL_H124,60.0,34.345047,70
aida:SG_HEL_H125,47.0,40.32917,174
aida:SG_HEL_H126,61.0,33.821693,133
aida:SG_HEL_H127,50.0,39.89032,103
aida:SG_HEL_H130,61.0,40.309357,104
aida:SG_HEL_H134,48.0,40.61001,130
aida:SG_HEL_H135,43.0,40.255764,116
aida:SG_HEL_H136,38.0,39.00149,34
aida:SG_HEL_H138,64.0,39.52369,96
aida:SG_HEL_H139,50.0,41.323475,159
aida:SG_HEL_H140,50.0,40.091995,107
aida:SG_HEL_H143,67.0,40.501778,140
aida:SG_HEL_H144,35.0,33.65934,62
aida:SG_HEL_H145,50.0,39.506126,220
aida:SG_HEL_H146,45.0,34.577984,210
aida:SG_HEL_H148,37.0,34.703873,6
aida:SG_HEL_H152,47.0,39.604805,98
aida:SG_HEL_H153,40.0,34.249645,60
aida:SG_HEL_H156,31.0,34.155174,60
aida:SG_HEL_H158,68.0,40.458115,148
aida:SG_HEL_H164,55.0,34.11281,176
aida:SG_HEL_H166,36.0,34.816246,86
aida:SG_HEL_H171,65.0,34.388523,47
aida:SG_HEL_H172,47.0,40.03302,116
aida:SG_HEL_H174,53.0,34.117683,66
aida:SG_HEL_H176,54.0,40.388206,177
aida:SG_HEL_H178,48.0,40.89121,161
aida:SG_HEL_H180,64.0,40.846897,205
aida:SG_HEL_H181,58.0,39.912445,528
aida:SG_HEL_H182,63.0,40.159706,108
aida:SG_HEL_H188,66.0,40.719265,138
aida:SG_HEL_H189,48.0,40.50309,192
aida:SG_HEL_H191,62.0,34.09322,118
aida:SG_HEL_H193,33.0,39.66553,111
aida:SG_HEL_H194,40.0,35.088924,36
aida:SG_HEL_H195,64.0,34.65366,131
aida:SG_HEL_H198,66.0,33.754864,161
aida:SG_HEL_H199,60.0,34.924816,102
aida:SG_HEL_H209,56.0,39.914112,239
aida:SG_HEL_H213,31.0,40.517082,92
aida:SG_HEL_H214,30.0,34.520138,129
aida:SG_HEL_H217,53.0,34.686787,95
aida:SG_HEL_H220,53.0,34.43254,67
aida:SG_HEL_H222,45.0,39.73657,77
aida:SG_HEL_H226,44.0,40.491203,310
aida:SG_HEL_H227,50.0,39.800247,94
aida:SG_HEL_H229,58.0,39.406673,107
aida:SG_HEL_H230,49.0,40.20903,182
aida:SG_HEL_H231,56.0,34.82289,72
aida:SG_HEL_H234,48.0,39.080982,225
aida:SG_HEL_H237,65.0,40.076923,297
aida:SG_HEL_H241,49.0,33.793896,98
aida:SG_HEL_H242,67.0,40.11933,478
aida:SG_HEL_H245,45.0,31.9375,24
aida:SG_HEL_H248,48.0,33.169937,4
aida:SG_HEL_H249,43.0,38.72579,269
aida:SG_HEL_H253,52.0,34.96376,156
aida:SG_HEL_H254,31.0,39.80255,292
aida:SG_HEL_H257,62.0,34.87766,131
aida:SG_HEL_H258,47.0,34.45222,39
aida:SG_HEL_H261,46.0,34.30257,55
aida:SG_HEL_H262,43.0,40.303905,151
aida:SG_HEL_H266,51.0,39.13277,97
aida:SG_HEL_H269,55.0,40.148983,117
aida:SG_HEL_H270,45.0,34.988106,107
aida:SG_HEL_H271,36.0,35.104244,104
aida:SG_HEL_H273,56.0,33.897705,23
aida:SG_HEL_H274,49.0,34.717518,95
aida:SG_HEL_H275,46.0,34.313717,69
aida:SG_HEL_H276,51.0,39.478107,98
aida:SG_HEL_H277,46.0,34.158157,24
aida:SG_HEL_H281,61.0,33.863552,89
aida:SG_HEL_H283,59.0,39.937817,148
aida:SG_HEL_H285,56.0,33.43377,48
aida:SG_HEL_H288,33.0,39.325382,167
aida:SG_HEL_H289,30.0,34.097233,45
aida:SG_HEL_H290,56.0,35.150204,288
aida:SG_HEL_H291,39.0,39.960606,182
aida:SG_HEL_H292,42.0,33.54969,71
aida:SG_HEL_H294,34.0,34.431236,83
aida:SG_HEL_H295,33.0,33.86966,132
aida:SG_HEL_H298,37.0,33.676796,21
aida:SG_HEL_H299,49.0,34.600353,159
aida:SG_HEL_H301,49.0,38.90951,251
aida:SG_HEL_H303,33.0,34.388046,62
aida:SG_HEL_H304,30.0,38.83786,61
aida:SG_HEL_H308,75.0,34.584568,56
aida:SG_HEL_H313,55.0,39.621876,69
aida:SG_HEL_H314,52.0,35.433292,19
aida:SG_HEL_H315,35.0,34.885338,24
aida:SG_HEL_H316,30.0,34.385315,86
aida:SG_HEL_H318,39.0,33.665184,22
aida:SG_HEL_H319,49.0,39.63872,187
aida:SG_HEL_H320,69.0,40.97428,163
aida:SG_HEL_H323,37.0,34.324184,108
aida:SG_HEL_H325,67.0,35.24061,54
aida:SG_HEL_H331,75.0,34.058083,39
aida:SG_HEL_H336,72.0,34.463665,32
aida:SG_HEL_H338,53.0,39.121784,225
aida:SG_HEL_H339,61.0,34.282036,60
aida:SG_HEL_H342,44.0,38.76999,170
aida:SG_HEL_H345,46.0,34.087242,127
aida:SG_HEL_H351,38.0,34.090885,181
aida:SG_HEL_H353,58.0,34.995033,136
aida:SG_HEL_H361,30.0,33.68284,100
aida:SG_HEL_H363,47.0,40.44921,63
aida:SG_HEL_H365,36.0,39.291172,65
aida:SG_HEL_H366,52.0,38.990215,244
aida:SG_HEL_H371,36.0,38.918667,175
aida:SG_HEL_H377,31.0,34.969875,59
